seed,R1_n_departures,R2_share_high,R3_avg_store_count,R4_avg_wait,arrived_tons,delivered_tons,stored_tons_end,in_planes_tons,n_departures_high,n_containers_loaded
29,3316,0.2436670687575392,25.046016504195524,8.160135680277127,529713.9944165971,528699.0657895297,1014.9286270676107,0,808,26468
30,3328,0.2478966346153846,30.59662999704073,9.921607067398996,535530.3799150664,534596.4904193955,933.8894956712501,0,825,26666
31,3268,0.24694002447980415,26.760593615058397,8.814940596051542,524758.0097947359,523180.3734148926,1577.6363798473324,0,807,26123
32,3327,0.23474601743312293,19.71764456864884,6.4630556597115065,525196.8450784424,525036.7034173921,4.312994406063808e-12,160.1416610490317,781,26227
33,3238,0.25169857936998147,22.106051724439958,7.298063390200559,521905.9553336507,521629.9045672797,195.4041498747441,80.64661649444484,815,26097
34,3274,0.24526572999389126,21.6023659377353,7.124420807627524,523331.5362654168,523167.3807423744,164.1555230422863,0,803,26102
35,3332,0.2418967587034814,18.081669899044144,5.846374308379067,530670.11675948,530532.1505291286,137.9662303567248,0,806,26571
36,3289,0.24931590148981453,16.618851914088005,5.39236161337854,528641.0583420198,528360.4821590506,280.5761829681854,0,820,26402
37,3311,0.23557837511325883,22.609258773400338,7.453178455658877,523354.9850528954,523156.51721737307,101.28428393253293,97.18355158765478,780,26135
38,3270,0.25290519877675843,23.293650431060854,7.624823103582598,527840.4676289116,527494.4358049289,346.0318239790179,0,827,26352
39,3343,0.23661381992222555,21.467986359665996,6.978673691844959,529414.3091506339,529341.2011301393,73.1080204937555,0,791,26492
40,3356,0.23450536352800955,24.594859568341466,8.021440732484052,529554.9727081882,529281.5641002356,273.408607953186,0,787,26455
41,3277,0.24748245346353373,21.258082611872393,6.965106014905381,525416.403012025,524866.8578319587,398.81642478143027,150.72875528748634,811,26267
42,3297,0.24082499241734912,20.74749887846323,6.818691479362829,524224.46299540735,524104.6753118164,76.32730143084311,43.46038215937014,794,26186
43,3288,0.23783454987834549,21.65002265941575,7.153079124344375,520605.5716369314,520555.4048861059,50.166750825232384,0,782,26076
44,3305,0.24296520423600604,22.5527172985491,7.406971610994226,527586.4018492165,527193.5680517594,128.5712136182946,264.2625838395539,803,26238
45,3266,0.2535211267605634,24.408221972573898,7.965159777755016,527736.9028038296,527571.1290224702,165.77378135589126,0,828,26453
46,3287,0.2327350167325829,18.250678047577537,6.0169011573498326,518732.4556249592,517541.37305832177,1191.0825666361363,0,765,25932
47,3241,0.2545510644862697,32.05331508463195,10.60607878956056,523957.7836506686,523957.7836506691,1.2992273923373432e-11,0,825,26174
48,3285,0.2386605783866058,24.87687786335764,8.266450094118495,521654.2167280228,521009.6786647209,644.5380633039756,0,784,25960
49,3316,0.2427623642943305,23.13180760309481,7.548251166876682,528602.9683069871,528392.758357643,165.749803230208,44.460146112001844,805,26425
50,3299,0.24461958169142164,20.789208482075068,6.8137597112514285,527272.662561943,527022.2334746049,168.21329851560944,82.21578882312933,807,26268
51,3327,0.23895401262398558,18.205502802990594,5.947302182376156,527733.5536787646,527721.9470886056,11.606590157872198,0,795,26284
52,3273,0.2538955087076077,27.203102753481716,8.881965182189221,528590.9746664749,528551.3799631745,39.59470329771197,0,831,26475
53,3242,0.23843306600863665,18.217695566914657,6.068741373659871,514511.0943981483,514259.2418405503,251.85255759765263,0,773,25754
54,3327,0.24135858130447851,22.356646154273413,7.280135440283415,529809.7536383114,529609.6683379771,156.39021456786548,43.6950857675413,803,26462
55,3313,0.23996377905221852,21.585469821269957,7.07684425961987,525343.4736146065,524866.5565581429,449.5428898279857,27.37416663787596,795,26268
56,3257,0.250537304267731,30.5732515366014,10.06638955083786,525789.1681679831,524601.2694625854,1187.8987053968408,0,816,26222
57,3301,0.2502272038776128,20.039822743774906,6.492663234508709,530794.6621123062,530671.3806353458,123.28147696080273,0,826,26559
58,3310,0.2353474320241692,20.206171619496196,6.659191878445595,522465.7844202932,522129.2259012874,336.5585190024888,0,779,26100
59,3276,0.24816849816849818,20.80564626124245,6.811863656000258,526162.7938961597,525919.7289237867,243.06497237005937,0,813,26297
60,3327,0.23354373309287646,22.60861777682288,7.426196690766225,525150.1358994285,524525.4078018079,624.7280976191363,0,777,26228
61,3293,0.24324324324324326,20.580274870260038,6.734459252124066,525049.1741389111,524931.4340729573,70.74784443011787,46.99222152559646,801,26299
62,3278,0.24527150701647346,24.565419975713805,8.091533135484768,525087.7491130971,524833.3617665126,166.38574618607905,88.00160039260098,804,26207
63,3336,0.23711031175059952,19.599416565929182,6.376835137268561,528693.2343528628,528204.362824976,470.3613466971319,18.5101811910176,791,26420
64,3273,0.2435074854873205,23.859821367509863,7.867120085113394,523059.006411463,522536.48282020824,522.5235912554353,0,797,26152
65,3292,0.24848116646415552,23.64204032424231,7.742140026248862,528346.3558334258,528013.0932204193,333.2626130087451,0,818,26334
66,3318,0.24201326100060278,20.761756071659036,6.787080896068861,528631.4704004832,528462.4941273939,168.97627309029386,0,803,26329
67,3238,0.2544780728844966,28.683829612103406,9.481416599326497,523796.90545987675,523517.75734956027,279.1481103123009,0,824,26162
68,3295,0.24157814871016692,24.243583258112388,7.9650122161516625,525329.9992010127,525177.037181442,152.96201957173892,0,796,26263
69,3278,0.24527150701647346,19.863367035009652,6.522070214836156,524557.2486327522,523987.4086988537,569.8399338995972,0,804,26169
70,3292,0.2487849331713244,18.039127046322196,5.859506868910187,528450.3134081793,528413.8258604367,36.487547743497586,0,819,26419
71,3283,0.24154736521474263,22.550672597381883,7.4268812468474374,523255.82740231015,523101.32364089903,154.50376141414853,0,793,26182
72,3291,0.24642965663931934,28.278014409187495,9.233569804474802,528457.0098780507,526370.8570668749,2086.1528111761813,0,811,26257
73,3326,0.23541791942273,17.39416314924977,5.688163759458599,524622.2577532603,524529.9374906707,92.32026259284184,0,783,26223
74,3334,0.241751649670066,21.13225166433034,6.865587821559008,531022.1337872352,530862.7414857831,159.39230145323427,0,806,26498
75,3347,0.2408126680609501,26.327741584104686,8.55709932301941,532502.4239530818,532052.9033569491,449.52059613384836,0,806,26573
76,3280,0.24451219512195121,19.949547191086168,6.550510089947475,523921.20327198145,523804.8689024343,116.33436954563993,0,802,26194
77,3237,0.2567191844300278,23.120047130729596,7.57730321218962,525562.083855673,525100.9340068222,361.6544017727721,99.49544708091793,831,26308
78,3247,0.25562057283646444,19.837208254792866,6.4714605735507,527690.9983628177,526068.7984072401,1395.2494284549514,226.9505271223153,830,26264
79,3268,0.23929008567931456,19.833344361908686,6.566377955389214,519021.74880945316,518426.6495511558,595.0992582973095,0,782,25965
80,3288,0.2515206812652068,19.272522275681734,6.271319774355313,529990.7364758974,529769.2718163078,221.46465958476614,0,827,26401
81,3309,0.2408582653369598,22.57745846841631,7.396259860803924,526730.3430650947,526688.3510913062,41.99197378923649,0,797,26324
82,3307,0.2382824312065316,19.467224489934253,6.379021351992468,525024.3132568259,524098.6551055524,925.6581512749377,0,788,26179
83,3258,0.2440147329650092,18.153215516723495,5.986748665722653,520227.9544632892,519886.9888900984,230.66406900027295,110.30150419400886,795,26023
84,3283,0.24246116356990557,17.74733333939853,5.829850708214825,523390.13816301164,523106.48349018453,198.73084227054684,84.92383055573092,796,26118
85,3296,0.23816747572815533,19.24651504373142,6.351650555744058,522351.5128009286,522080.7255387209,270.7872622035088,0,785,26046
86,3249,0.24622960911049555,21.538550112395917,7.121090547694423,521762.7303979678,520584.70943131205,1178.0209666596559,0,800,25998
87,3329,0.23400420546710723,25.359766989883564,8.335223059216574,525465.2203671762,524509.2473341526,955.9730330225466,0,779,26227
88,3291,0.2418717714980249,19.98942471024391,6.559543030594228,524723.5686890221,524069.27569381,630.5438967332375,23.74909847762361,796,26171
89,3249,0.2505386272699292,29.68714001671233,9.790889692682255,523967.2614882661,522772.8288885761,1092.466291171878,101.9663085194312,814,26185
90,3301,0.2502272038776128,39.53441090294055,12.981637198684835,530712.5816702321,530629.5151259155,83.06654431732244,0,826,26439
91,3340,0.22904191616766467,16.896109680816597,5.535491181576782,523413.23258399847,523297.3100035337,115.92258046657551,0,765,26158
92,3340,0.2401197604790419,23.914259142185145,7.774849482384968,530611.9357134881,530158.8968817202,453.03883176852594,0,802,26525
93,3326,0.2348165965123271,18.842542718065552,6.15581715091751,525434.5534416933,525238.6272999152,195.92614177899821,0,781,26291
94,3266,0.2535211267605634,19.79742847878333,6.466409532522704,527312.1438653949,527017.716230997,294.42763439724564,0,828,26337
95,3315,0.24193061840120664,21.11070679206901,6.89586164033314,527638.7106784731,527310.3559463404,235.95610049001303,92.39863163931298,802,26355
96,3304,0.2427360774818402,20.53807023913011,6.723814182276476,526264.29904796,526173.8357292509,90.46331871201632,0,802,26289
97,3304,0.2397094430992736,21.200014779373998,6.969604068269218,523823.26434498106,523713.0639190819,12.209964129082568,97.99046177186625,792,26181
98,3257,0.24992324224746698,22.957951098887463,7.555971755493877,523636.19555359957,523625.4500125445,10.74554105469823,0,814,26202
99,3324,0.24458483754512636,27.03540459365752,8.800198091969781,530872.5934405937,530751.0151879803,121.57825261518926,0.0,813,26553
100,3324,0.2394705174488568,20.80268559127605,6.802948093432637,527547.3841727544,527323.8101409107,223.5740318451785,0,796,26316
